City,State,Zip,Latitude,Longitude,Timezone,DST
Dubuque,IA,52004,42.484861,-90.804116,-6,1
Coon Valley,WI,54623,43.713575,-91.02348,-6,1
New Rockford,ND,58356,47.669608,-99.10553,-6,1
Ozark,MO,65721,37.021086,-93.21541,-6,1
Hatton,AR,71946,34.459413,-94.200221,-6,1
Amherst,SD,57421,45.755146,-97.92723,-6,1
Potosi,MO,63664,37.91496,-90.86797,-6,1
Kansas City,MO,64195,39.343225,-94.85161,-6,1
Little Rock,AR,72211,34.749723,-92.41345,-6,1
Albany,GA,31703,31.543065,-84.219594,-5,1
Prairie Farm,WI,54762,45.24647,-91.99273,-6,1
Napoleon,OH,43545,41.388278,-84.12511,-5,1
Canton,OH,44767,40.895721,-81.424552,-5,1
Louin,MS,39338,32.108768,-89.23675,-6,1
Simpsonville,KY,40067,38.210818,-85.36122,-5,1
Montgomery,AL,36112,32.374287,-86.345719,-6,1
Bargersville,IN,46106,39.514024,-86.18812,-5,0
Medaryville,IN,47957,41.083487,-86.87605,-5,0
Omer,MI,48749,44.046475,-83.87572,-5,1
Ada,MI,49301,42.97252,-85.47798,-5,1
Memphis,TN,38151,35.201738,-89.971538,-6,1
Hostetter,PA,15638,40.26106,-79.14313,-5,1
Philadelphia,PA,19121,39.981062,-75.1745,-5,1
Wagontown,PA,19376,39.983153,-75.748055,-5,1
Derby,VT,5829,44.945925,-72.09864,-5,1
Kensington,CT,6037,41.619048,-72.76734,-5,1
New Haven,CT,6503,41.365709,-72.927507,-5,1
Charlotte,NC,28214,35.276639,-80.96111,-5,1
Lumberton,NC,28358,34.620874,-78.98986,-5,1
Hickory,NC,28601,35.759932,-81.33012,-5,1
Joanna,SC,29351,34.415818,-81.8106,-5,1
Groton,NY,13073,42.591961,-76.39345,-5,1
Norfolk,VA,23520,36.931166,-76.23972,-5,1
Lynco,WV,24857,37.683273,-81.66048,-5,1
Warriormine,WV,24894,37.291157,-81.69541,-5,1
Mammoth,WV,25132,38.293438,-81.34526,-5,1
Borderland,WV,25665,37.714369,-82.30873,-5,1
Belfast,NY,14711,42.319654,-78.13384,-5,1
Creighton,PA,15030,40.583218,-79.77947,-5,1
Upper Lake,CA,95485,39.172397,-122.90474,-8,1
Sacramento,CA,95837,38.700244,-121.60207,-8,1
Weaverville,CA,96093,40.734483,-122.93982,-8,1
Agoura Hills,CA,91301,34.139536,-118.7607,-8,1
Loomis,WA,98827,48.885618,-119.68939,-8,1
El Paso,TX,88555,31.694842,-106.299987,-7,1
Bedford,NH,3110,42.942551,-71.51993,-5,1
Lincolnwood,IL,60712,42.005331,-87.73545,-6,1
Camden,IL,62319,40.147818,-90.74246,-6,1
Wrightsboro,TX,78677,29.447211,-97.494649,-6,1
Fabens,TX,79838,31.490587,-106.15381,-7,1
Parshall,CO,80468,39.967717,-106.16205,-7,1
Shreveport,LA,71161,32.607556,-93.75256,-6,1
Niagara,ND,58266,48.000075,-97.85041,-6,1
Hamilton,MO,64644,39.731689,-93.99009,-6,1
Belle Plaine,KS,67013,37.390809,-97.29152,-6,1
Oklahoma City,OK,73150,35.407113,-97.33996,-6,1
Duncanville,TX,75137,32.634835,-96.91343,-6,1
Houston,TX,77254,29.83399,-95.434241,-6,1
Houston,TX,77287,29.83399,-95.434241,-6,1
Drakesville,IA,52552,40.837112,-92.56458,-6,1
Westby,WI,54667,43.656393,-90.85562,-6,1
Young America,MN,55594,44.805487,-93.766524,-6,1
Memphis,TN,38130,35.201738,-89.971538,-6,1
Hope,KY,40334,38.016706,-83.76639,-5,1
Elkton,OH,44415,40.76304,-80.704245,-5,1
Canton,OH,44721,40.886297,-81.33145,-5,1
Portage,IN,46368,41.58327,-87.18154,-6,1
Mentone,IN,46539,41.168118,-86.01203,-5,0
Lansing,MI,48922,42.732535,-84.558679,-5,1
Waukegan,IL,60087,42.404272,-87.86525,-6,1
Vermillion,SD,57069,42.812664,-96.94651,-6,1
Marmarth,ND,58643,46.2715,-103.93203,-7,1
Mount Hope,AL,35651,34.476048,-87.48875,-6,1
Newport,NH,3733,43.38807,-72.243666,-5,1
Poland,ME,4274,44.049157,-70.39077,-5,1
Hartford,CT,6141,41.791776,-72.718832,-5,1
Buffalo,NY,14213,42.916057,-78.8915,-5,1
Pittsburgh,PA,15241,40.329619,-80.07364,-5,1
Shady Grove,PA,17256,39.783391,-77.674851,-5,1
Atlanta,GA,30313,33.761223,-84.39599,-5,1
Ellijay,GA,30540,34.688716,-84.46716,-5,1
Adrian,GA,31002,32.549854,-82.56948,-5,1
Albany,GA,31707,31.568073,-84.22644,-5,1
Lake Geneva,FL,32160,29.768321,-81.990729,-5,1
Jacksonville,FL,32220,30.329588,-81.80865,-5,1
Jacksonville,FL,32257,30.192434,-81.60597,-5,1
Jacksonville,FL,32259,30.092346,-81.60274,-5,1
Gladys,VA,24554,37.142894,-79.05412,-5,1
Bethany Beach,DE,19999,38.542771,-75.05666,-5,1
Manassas,VA,20110,38.752269,-77.47694,-5,1
Smithsburg,MD,21783,39.655722,-77.5672,-5,1
Paradise,PA,17562,39.981916,-76.09224,-5,1
Beacon,NY,12508,41.505993,-73.96198,-5,1
Wellford,SC,29385,34.954729,-82.09312,-5,1
Charleston,SC,29401,32.779126,-79.9355,-5,1
Bennettsville,SC,29512,34.657694,-79.69151,-5,1
Perkins,WV,26634,38.786153,-80.91878,-5,1
Denver,CO,80249,39.793686,-104.73913,-7,1
Colorado Springs,CO,80943,38.82469,-104.562027,-7,1
Kimberling City,MO,65686,36.63101,-93.43392,-6,1
Enid,OK,73701,36.411133,-97.85026,-6,1
Prue,OK,74060,36.24973,-96.2674,-6,1
Taft,OK,74463,35.76342,-95.54788,-6,1
Dallas,TX,75201,32.787629,-96.79941,-6,1
Houston,TX,77017,29.687829,-95.25478,-6,1
Huntsville,TX,77343,30.78128,-95.59527,-6,1
Plainville,KS,67663,39.212784,-99.31688,-6,1
Decatur,NE,68020,41.988034,-96.26545,-6,1
Laughlin,NV,89029,35.138674,-114.62875,-8,1
Los Angeles,CA,90007,34.026448,-118.2829,-8,1
Blackwell,TX,79506,32.106949,-100.31228,-6,1
Shreveport,LA,71119,32.487601,-93.89064,-6,1
Twentynine Palms,CA,92278,34.360235,-116.20964,-8,1
Phelan,CA,92371,34.453465,-117.53392,-8,1
West Sacramento,CA,95691,38.569193,-121.54496,-8,1
Weimar,CA,95736,39.01004,-120.97814,-8,1
Grass Valley,CA,95949,39.13255,-121.0981,-8,1
San Francisco,CA,94102,37.779329,-122.41915,-8,1
Highland,MI,48357,42.656281,-83.63297,-5,1
Belmont,OH,43718,40.028171,-81.00679,-5,1
Mount Hope,OH,44660,40.622284,-81.782532,-5,1
Anderson,IN,46015,40.093792,-85.657825,-5,0
Ocheyedan,IA,51354,43.413538,-95.53675,-6,1
Dunnellon,FL,34433,28.997155,-82.50053,-5,1
Pleasureville,KY,40057,38.386916,-85.06609,-5,1
South Plymouth,NY,13844,42.603506,-75.67053,-5,1
East Concord,NY,14055,42.554206,-78.61829,-5,1
Rochester,NY,14683,43.286024,-77.684264,-5,1
West Middlesex,PA,16159,41.174066,-80.45319,-5,1
Watkinsville,GA,30677,33.849286,-83.41232,-5,1
Atlanta,GA,31198,33.844371,-84.47405,-5,1
Saint Augustine,FL,32092,29.955409,-81.51284,-5,1
West Palm Beach,FL,33418,26.877984,-80.16052,-5,1
Hiawatha,WV,24729,37.416395,-81.105803,-5,1
Blackwood,NJ,8012,39.784614,-75.05678,-5,1
Cream Ridge,NJ,8514,40.134892,-74.48688,-5,1
Flemington,NJ,8822,40.515645,-74.85319,-5,1
South Richmond Hill,NY,11419,40.688688,-73.82216,-5,1
Greenvale,NY,11548,40.813187,-73.62561,-5,1
East Moriches,NY,11940,40.806287,-72.75673,-5,1
Philadelphia,PA,19137,40.000262,-75.07404,-5,1
Burlington,NC,27216,36.047523,-79.479743,-5,1
McWilliams,AL,36753,32.048079,-87.26226,-6,1
Dugspur,VA,24325,36.801489,-80.60492,-5,1
Swoope,VA,24479,38.151767,-79.21998,-5,1
Mount Zion,WV,26151,38.885826,-81.16885,-5,1
Columbus,OH,43203,39.9718,-82.9688,-5,1
Columbus,OH,43260,39.969036,-83.011389,-5,1
Westborough,MA,1427,42.286575,-71.585753,-5,1
Stow,MA,1775,42.423882,-71.51086,-5,1
Wallingford,PA,19086,39.888913,-75.37006,-5,1
Colerain,NC,27924,36.192231,-76.83458,-5,1
Southington,OH,44470,41.294453,-80.9552,-5,1
Trilby,FL,33593,28.324796,-82.481766,-5,1
Tampa,FL,33608,27.84343,-82.488413,-5,1
Washington,DC,20544,38.893311,-77.014647,-5,1
Mohall,ND,58761,48.770684,-101.55153,-6,1
Wolf Point,MT,59201,48.126066,-105.65893,-7,1
Larslan,MT,59244,48.599534,-106.33328,-7,1
Schaumburg,IL,60194,42.037108,-88.10719,-6,1
New Douglas,IL,62074,38.964162,-89.68226,-6,1
Geneva,NE,68361,40.516034,-97.60056,-6,1
Carencro,LA,70520,30.327199,-92.0433,-6,1
Austin,TX,78765,30.326374,-97.771258,-6,1
Laclede,MO,64651,39.785731,-93.17676,-6,1
Utica,MO,64686,39.743,-93.62835,-6,1
Glade,KS,67639,39.652794,-99.30712,-6,1
Elmo,MO,64445,40.527275,-95.12039,-6,1
Eureka Springs,AR,72631,36.443322,-93.77474,-6,1
Ravia,OK,73455,34.240761,-96.75726,-6,1
Larkspur,CO,80118,39.206652,-104.90983,-7,1
Coppell,TX,75019,32.967341,-96.98656,-6,1
Fort Worth,TX,76185,32.771419,-97.291484,-6,1
Clearfield,UT,84015,41.126476,-112.04427,-7,1
Rio Rancho,NM,87174,35.044339,-106.672872,-7,1
El Paso,TX,88515,31.694842,-106.299987,-7,1
Temecula,CA,92591,33.52775,-117.12056,-8,1
Rutherford,CA,94573,38.466508,-122.414189,-8,1
Belvedere Tiburon,CA,94920,37.892476,-122.47541,-8,1
Holualoa,HI,96725,19.410727,-155.7478,-10,0
Wolfeboro,NH,3894,43.596233,-71.19552,-5,1
Hebron,ME,4238,44.197418,-70.36975,-5,1
Cardville,ME,4418,45.110336,-68.62103,-5,1
Marlboro,VT,5344,42.851149,-72.74073,-5,1
Westport,CT,6881,41.308873,-73.363661,-5,1
Pine Brook,NJ,7058,40.871299,-74.34331,-5,1
Lee,MA,1238,42.299263,-73.2327,-5,1
Everett,MA,2149,42.409916,-71.0522,-5,1
Kinney,MN,55758,47.511214,-92.74026,-6,1
Putney,KY,40865,36.901802,-83.24129,-5,1
Toledo,OH,43601,41.720684,-83.569359,-5,1
Greensboro,IN,47344,39.876764,-85.46546,-5,0
Patricksburg,IN,47455,39.311243,-86.95343,-5,0
Bridgewater,VT,5034,43.577762,-72.61789,-5,1
Hyde Park,VT,5655,44.610931,-72.59971,-5,1
Missoula,MT,59812,47.116034,-114.049824,-7,1
Yuma,AZ,85365,32.700018,-114.52671,-7,0
Sierra Vista,AZ,85671,31.880077,-109.754263,-7,0
Dallas,TX,75350,32.767268,-96.777626,-6,1
Houston,TX,77202,29.83399,-95.434241,-6,1
Dallardsville,TX,77332,30.817866,-94.869052,-6,1
Shoreline,WA,98113,47.763669,-122.35384,-8,1
Seiad Valley,CA,96086,41.86235,-123.24091,-8,1
Portland,OR,97214,45.51379,-122.6458,-8,1
Crescent Lake,OR,97425,43.472276,-121.92768,-8,1
Columbia,MD,21045,39.207523,-76.82527,-5,1
Yukon,MO,65589,37.246525,-91.82976,-6,1
Ridgely,MD,21685,38.88927,-75.861191,-5,1
Heathsville,VA,22473,37.892668,-76.36307,-5,1
Council Bluffs,IA,51502,41.269884,-95.79752,-6,1
Side Lake,MN,55781,47.672765,-93.05481,-6,1
Cartwright,ND,58838,47.83202,-103.886,-7,1
Orangeburg,SC,29118,33.548282,-80.88513,-5,1
Houston,AL,35572,34.16678,-87.26526,-6,1
Beaumont,MS,39423,31.176725,-88.91223,-6,1
Wayne,OH,43466,41.28953,-83.50215,-5,1
Walled Lake,MI,48390,42.549483,-83.47969,-5,1
Scarville,IA,50473,43.46592,-93.66671,-6,1
Maurice,IA,51036,42.969595,-96.18713,-6,1
Mastic Beach,NY,11951,40.763634,-72.84554,-5,1
Johnstown,NY,12095,43.014523,-74.38473,-5,1
Lake Clear,NY,12945,44.360566,-74.25801,-5,1
Raleigh,NC,27606,35.758268,-78.71783,-5,1
Stantonsburg,NC,27883,35.598504,-77.81173,-5,1
Plains,GA,31780,32.026125,-84.39361,-5,1
Eastlake Weir,FL,32133,29.008805,-81.909445,-5,1
Huddleston,VA,24104,37.107479,-79.53046,-5,1
McColl,SC,29570,34.671428,-79.55308,-5,1
Leesburg,VA,20175,39.080037,-77.58025,-5,1
Washington,DC,20232,38.900561,-77.039099,-5,1
Pasadena,CA,91188,33.786594,-118.298662,-8,1
Madera,CA,93637,36.914819,-120.15817,-8,1
Albuquerque,NM,87101,35.199592,-106.644831,-7,1
Polvadera,NM,87828,34.201613,-106.92146,-7,1
Oakland,CA,94626,37.819314,-122.303136,-8,1
Stockton,CA,95219,38.004922,-121.40022,-8,1
Stockton,CA,95267,37.889849,-121.253872,-8,1
Leupp,AZ,86035,35.335107,-110.99972,-7,0
Bremerton,WA,98314,47.559317,-122.64915,-8,1
Clam Gulch,AK,99568,60.23458,-151.3934,-9,1
Paterson,NJ,7513,40.906598,-74.14944,-5,1
Glasser,NJ,7837,41.12831,-74.678956,-5,1
Princeton,NJ,8541,40.280531,-74.712018,-5,1
Sheffield,MA,1231,42.153001,-73.298131,-5,1
East Lynn,WV,25512,38.20651,-82.34523,-5,1
Plant City,FL,33566,28.013755,-82.11685,-5,1
Dauphin Island,AL,36528,30.250825,-88.11819,-6,1
Memphis,TN,38118,35.048455,-89.92426,-6,1
Alexandria,VA,22304,38.813013,-77.11667,-5,1
Chester,VA,23836,37.343005,-77.34604,-5,1
Shellman,GA,31786,31.72952,-84.60173,-5,1
Crapo,MD,21626,38.344103,-76.10098,-5,1
Maggie Valley,NC,28751,35.518138,-83.085,-5,1
El Paso,TX,79932,31.865696,-106.59982,-7,1
Rexburg,ID,83460,43.776095,-111.691047,-7,1
Baton Rouge,LA,70805,30.485639,-91.15612,-6,1
Stonewall,LA,71078,32.278422,-93.79469,-6,1
Ninnekah,OK,73067,34.909551,-97.9436,-6,1
Burneyville,OK,73430,33.925768,-97.36956,-6,1
Slick,OK,74071,35.778763,-96.26802,-6,1
Canyon,CA,94516,37.777208,-121.955399,-8,1
Duncans Mills,CA,95430,38.449265,-123.05495,-8,1
Beaverton,OR,97007,45.469079,-122.85602,-8,1
Hobbs,NM,88241,32.7475,-103.216516,-7,1
Silver Springs,NV,89429,39.367838,-119.24618,-8,1
Inglewood,CA,90204,33.944714,-118.356908,-8,1
Olympia,WA,98504,46.978118,-122.702393,-8,1
Spokane,WA,99252,47.653568,-117.431742,-8,1
Long Beach,CA,90804,33.783467,-118.15182,-8,1
Oceanside,CA,92054,33.202463,-117.36077,-8,1
Beaumont,CA,92223,33.945265,-116.9759,-8,1
San Jacinto,CA,92582,33.796153,-117.00046,-8,1
Raymond,CA,93653,37.236305,-119.92498,-8,1
Haskell,OK,74436,35.815497,-95.68608,-6,1
Bennington,OK,74723,33.997865,-96.02963,-6,1
Tyler,TX,75798,32.411237,-95.289903,-6,1
Alto,TX,75925,31.626263,-95.05495,-6,1
Kankakee,IL,60902,41.146464,-87.888971,-6,1
Peoria,IL,61652,40.87671,-89.509113,-6,1
Poplar Bluff,MO,63901,36.759357,-90.41689,-6,1
Kansas City,MO,64106,39.103704,-94.57311,-6,1
Rochert,MN,56578,46.920986,-95.66842,-6,1
Warroad,MN,56763,48.890886,-95.33831,-6,1
Buffalo,ND,58011,46.920174,-97.54484,-6,1
Scott,OH,45886,40.9871,-84.6073,-5,1
Kewanna,IN,46939,41.007625,-86.4016,-5,0
Universal,IN,47884,39.622536,-87.45451,-5,0
Albion,RI,2802,41.954098,-71.462053,-5,1
Chester,SD,57016,43.89916,-96.95926,-6,1
Bismarck,ND,58505,46.82126,-100.78131,-6,1
Opdyke,IL,62872,38.281485,-88.7909,-6,1
Jacksonville,AR,72078,34.751918,-92.392487,-6,1
Tumbling Shoals,AR,72581,35.555144,-91.99286,-6,1
Pflugerville,TX,78691,30.326374,-97.771258,-6,1
San Juan,PR,923,18.410681,-66.03806,-4,0
Westwood,MA,2090,42.212949,-71.20735,-5,1
Forks Of Salmon,CA,96031,41.228397,-123.20187,-8,1
Mulino,OR,97042,45.21307,-122.54321,-8,1
Redmond,WA,98053,47.640972,-122.03318,-8,1
Pe Ell,WA,98572,46.569107,-123.30578,-8,1
Goose Prairie,WA,98929,46.915735,-121.241591,-8,1
Egegik,AK,99579,58.217621,-157.34841,-9,1
San Luis Obispo,CA,93405,35.277189,-120.70305,-8,1
San Rafael,CA,94903,38.019022,-122.54589,-8,1
Memphis,TN,38143,35.201738,-89.971538,-6,1
Baxter,KY,40806,36.872801,-83.30778,-5,1
Petersburg,OH,44454,40.910669,-80.53069,-5,1
Birmingham,AL,35228,33.454262,-86.92273,-6,1
Birmingham,AL,35292,33.544622,-86.929208,-6,1
Emelle,AL,35459,32.80728,-88.31069,-6,1
Meridianville,AL,35759,34.863236,-86.56137,-6,1
Union City,GA,30291,33.580878,-84.54611,-5,1
Atlanta,GA,30389,33.844371,-84.47405,-5,1
Summertown,GA,30466,32.566594,-82.324475,-5,1
Saint Marys,GA,31558,30.761081,-81.56912,-5,1
Mount Airy,LA,70076,30.055429,-90.64073,-6,1
Little Rock,AR,72295,34.751918,-92.392487,-6,1
Oklahoma City,OK,73121,35.50356,-97.44693,-6,1
Tower,MI,49792,45.354677,-84.30074,-5,1
Fairbank,IA,50629,42.640202,-92.06988,-6,1
Griswold,IA,51535,41.232047,-95.13871,-6,1
Cleveland,OH,44192,41.685744,-81.672797,-5,1
Plainfield,IN,46168,39.69775,-86.39589,-5,0
Walton,IN,46994,40.668348,-86.24943,-5,0
Farnhamville,IA,50538,42.279123,-94.41373,-6,1
Des Moines,IA,50950,41.672687,-93.572173,-6,1
Anamosa,IA,52205,42.106972,-91.27531,-6,1
Urbana,IA,52345,42.222388,-91.87908,-6,1
Davenport,IA,52806,41.574581,-90.60303,-6,1
Wilmot,WI,53192,42.511818,-88.18285,-6,1
Wadley,AL,36276,33.142612,-85.57418,-6,1
Marion,AL,36756,32.665966,-87.33889,-6,1
Thomaston,AL,36783,32.263473,-87.60214,-6,1
Lavinia,TN,38348,35.867764,-88.63929,-6,1
Sunburg,MN,56289,45.344013,-95.22335,-6,1
Billings,MT,59105,45.836121,-108.46819,-7,1
Summertown,TN,38483,35.43506,-87.33748,-6,1
Glenwood,NC,28737,35.738725,-82.059494,-5,1
Turnerville,GA,30580,34.676584,-83.43578,-5,1
Waresboro,GA,31564,31.018954,-82.416543,-5,1
Washington,DC,20310,38.893311,-77.014647,-5,1
Au Sable Forks,NY,12912,44.466008,-73.73441,-5,1
Mexico,NY,13114,43.468092,-76.2382,-5,1
Burt,NY,14028,43.326155,-78.71564,-5,1
Stafford,NY,14143,42.977828,-78.07934,-5,1
Southampton,PA,17275,40.019915,-77.464257,-5,1
Pensacola,FL,32505,30.441994,-87.25472,-6,1
Orlando,FL,32878,28.566338,-81.260818,-5,1
Lorton,VA,22199,38.831813,-77.288755,-5,1
Newton Upper Falls,MA,2464,42.311997,-71.22046,-5,1
Barrington,RI,2806,41.746834,-71.32031,-5,1
North Salem,NH,3073,43.005895,-71.013202,-5,1
Hampton,NH,3843,43.005895,-71.013202,-5,1
Randolph,ME,4346,44.234914,-69.75722,-5,1
Baileyville,ME,4694,45.116525,-67.42484,-5,1
Congers,NY,10920,41.149245,-73.94287,-5,1
North Grosvenordale,CT,6255,41.989579,-71.89659,-5,1
Danbury,CT,6810,41.390194,-73.45441,-5,1
Jersey City,NJ,7306,40.733751,-74.06582,-5,1
Bondsville,MA,1009,42.206092,-72.340486,-5,1
Rothschild,WI,54474,44.885168,-89.61922,-6,1
Grand View,WI,54839,46.360155,-91.14425,-6,1
Young America,MN,55556,44.805487,-93.766524,-6,1
Moscow,OH,45153,38.8702,-84.2025,-5,1
Valdosta,GA,31601,30.807279,-83.28661,-5,1
Bluffton,GA,31724,31.528299,-84.86025,-5,1
Jacksonville,FL,32206,30.351006,-81.64664,-5,1
Orlando,FL,32897,28.566338,-81.260818,-5,1
Miami,FL,33144,25.76226,-80.30839,-5,1
Miami,FL,33145,25.753177,-80.23327,-5,1
Greenwood,DE,19950,38.818541,-75.60966,-5,1
Ophelia,VA,22530,37.90938,-76.293436,-5,1
Elberon,VA,23846,37.064244,-76.82637,-5,1
Matewan,WV,25678,37.617949,-82.16397,-5,1
Glen Alpine,NC,28628,35.721174,-81.817998,-5,1
Columbia,SC,29221,34.005992,-80.970766,-5,1
Harleyville,SC,29448,33.237382,-80.45186,-5,1
Killen,AL,35645,34.904208,-87.50776,-6,1
Fairfield,NC,27826,35.575982,-76.20409,-5,1
Portland,ME,4109,43.678339,-70.198742,-5,1
New Vineyard,ME,4956,44.79781,-70.12443,-5,1
South Seaville,NJ,8246,39.056521,-74.816619,-5,1
Trenton,NJ,8603,40.280531,-74.712018,-5,1
Hyannis Port,MA,2647,41.63275,-70.30435,-5,1
Idaville,IN,47950,40.794442,-86.65353,-5,0
Indianapolis,IN,46202,39.782842,-86.15673,-5,0
Deer Lodge,TN,37726,36.186086,-84.838,-5,1
Fife Lake,MI,49633,44.555245,-85.22931,-5,1
Huxley,IA,50124,41.893335,-93.59844,-6,1
Swan,IA,50252,41.449489,-93.31782,-6,1
Louisville,KY,40231,38.188962,-85.676819,-5,1
Albuquerque,NM,87180,35.044339,-106.672872,-7,1
Los Angeles,CA,90083,33.786594,-118.298662,-8,1
Argonne,WI,54511,45.69606,-88.81274,-6,1
Conrath,WI,54731,45.36469,-91.04968,-6,1
Wautoma,WI,54982,44.064068,-89.29417,-6,1
Hayfield,MN,55940,43.885028,-92.80894,-6,1
Schaumburg,IL,60193,42.01299,-88.09675,-6,1
Chicago,IL,60680,41.811929,-87.68732,-6,1
Abingdon,IL,61410,40.802633,-90.39766,-6,1
Tremont,IL,61568,40.513656,-89.47408,-6,1
Tuscola,IL,61953,39.793493,-88.29184,-6,1
Shawnee Mission,KS,66210,38.924739,-94.70473,-6,1
Bethel,OK,74724,34.402346,-94.79763,-6,1
Rockdale,TX,76567,30.646291,-97.01149,-6,1
Votaw,TX,77376,30.437704,-94.68614,-6,1
Bovina,TX,79009,34.51748,-102.89478,-6,1
Reydon,OK,73660,35.610122,-99.91743,-6,1
Mica,WA,99023,47.554592,-117.18352,-8,1
Gakona,AK,99586,62.667589,-144.49059,-9,1
Sacramento,CA,95836,38.707236,-121.54983,-8,1
Portland,OR,97208,45.532165,-122.564824,-8,1
Twin Lakes,CO,81251,39.096394,-106.32916,-7,1
Evanston,WY,82930,41.267546,-110.90607,-7,1
Lucerne Valley,CA,92356,34.481229,-116.90601,-8,1
Rhodhiss,NC,28667,35.777241,-81.43023,-5,1
Charleston,SC,29416,32.84885,-79.85773,-5,1
Rock Hill,SC,29732,34.969427,-81.0509,-5,1
Briceville,TN,37710,36.15231,-84.28968,-5,1
Surgoinsville,TN,37873,36.51276,-82.83526,-5,1
Wayland,OH,44285,41.159706,-81.070017,-5,1
Sullivan,OH,44880,41.038842,-82.21779,-5,1
Greenwood,IN,46143,39.601649,-86.12734,-5,0
Pembroke,GA,31321,32.163245,-81.64211,-5,1
Minneola,FL,34755,28.578234,-81.831883,-5,1
Malo,WA,99150,48.810879,-118.59088,-8,1
Mesa,ID,83643,44.605095,-116.48879,-7,1
Orangeville,UT,84537,39.36696,-111.16518,-7,1
Longmont,CO,80501,40.171484,-105.10033,-7,1
Stevinson,CA,95374,37.322619,-120.88299,-8,1
Arnold AFB,TN,37389,35.497637,-86.07482,-6,1
Munford,TN,38058,35.451159,-89.80845,-6,1
Faith,SD,57626,44.947869,-102.02661,-7,1
Balfour,ND,58712,47.985515,-100.53158,-6,1
Stratford,WI,54484,44.793747,-90.06026,-6,1
Buhl,MN,55713,47.49307,-92.77783,-6,1
Elmore,IA,56027,43.482104,-94.09837,-6,1
Dayton,OH,45431,39.765259,-84.10262,-5,1
Traverse City,MI,49684,44.74136,-85.67316,-5,1
Leon,IA,50144,40.736802,-93.74273,-6,1
Fenton,IA,50539,43.225165,-94.42583,-6,1
Lime Springs,IA,52155,43.419137,-92.28859,-6,1
Pineville,KY,40977,36.750028,-83.72023,-5,1
Bronston,KY,42518,36.94593,-84.63278,-5,1
Peoria,IL,61603,40.712887,-89.57904,-6,1
Fraser,MI,48026,42.536402,-82.95044,-5,1
Detroit,MI,48232,42.239933,-83.150823,-5,1
Plainfield,GA,31073,32.176429,-83.122891,-5,1
Cataula,GA,31804,32.651617,-84.88805,-5,1
Key West,FL,33041,25.100957,-81.568862,-5,1
Bethel,DE,19931,38.570238,-75.6147,-5,1
Mid Island,NY,11805,40.922326,-72.637078,-5,1
Boissevain,VA,24606,37.28526,-81.38993,-5,1
Charleston,WV,25327,38.296818,-81.554655,-5,1
Fort Myers,FL,33911,26.596286,-81.882373,-5,1
Port Charlotte,FL,33954,27.02442,-82.12225,-5,1
Beverly Hills,FL,34464,28.859286,-82.508694,-5,1
Mount Juliet,TN,37122,36.195016,-86.49732,-6,1
Line Lexington,PA,18932,40.289372,-75.25572,-5,1
Plumsteadville,PA,18949,40.38805,-75.142522,-5,1
Philadelphia,PA,19130,39.968262,-75.17222,-5,1
West Chester,PA,19381,39.983153,-75.748055,-5,1
Worcester,PA,19490,40.192881,-75.357555,-5,1
Cedar Grove,NC,27231,36.207994,-79.16879,-5,1
Gaffney,SC,29342,34.996314,-81.652395,-5,1
Garberville,CA,95542,40.0985,-123.80654,-8,1
Columbia City,OR,97018,45.891952,-122.8132,-8,1
Powers,OR,97466,42.873137,-124.07835,-8,1
Smithton,PA,15479,40.148576,-79.72573,-5,1
Fredericksburg,PA,17026,40.45253,-76.42443,-5,1
Harrisburg,PA,17126,40.26179,-76.880021,-5,1
Neelyton,PA,17239,40.130231,-77.84147,-5,1
Philadelphia,PA,19123,39.964012,-75.14764,-5,1
Orlando,FL,32837,28.385906,-81.41182,-5,1
Port Richey,FL,34673,28.324796,-82.481766,-5,1
Andover,VA,24215,36.921924,-82.79644,-5,1
Rainelle,WV,25962,37.966816,-80.7889,-5,1
Charlotte,NC,28204,35.214693,-80.82665,-5,1
Waterbury,VT,5626,44.352339,-72.779614,-5,1
Hawthorne,NJ,7506,40.957498,-74.15627,-5,1
Beach Haven,NJ,8008,39.614596,-74.2005,-5,1
White Plains,NY,10606,41.024107,-73.77808,-5,1
Rome,NY,13441,43.164312,-75.511301,-5,1
Oxford,MA,1540,42.117527,-71.8657,-5,1
Berkley,MA,2779,41.825252,-71.07799,-5,1
Noble,LA,71462,31.672295,-93.71997,-6,1
Potterville,MI,48876,42.640719,-84.73826,-5,1
Pueblo,CO,81015,38.128626,-104.552299,-7,1
Long Beach,CA,90848,33.786594,-118.298662,-8,1
West Covina,CA,91790,34.068059,-117.93835,-8,1
San Diego,CA,92128,32.998855,-117.07054,-8,1
Las Vegas,NV,89133,35.927901,-114.972061,-8,1
Concord,CA,94522,37.777208,-121.955399,-8,1
Union City,CA,94587,37.592184,-122.04577,-8,1
Healdsburg,CA,95448,38.614088,-122.87626,-8,1
Spring,TX,77380,30.143485,-95.46821,-6,1
Clay,TX,77839,30.341403,-96.526669,-6,1
Saint Mary,KY,40063,37.579519,-85.355132,-5,1
South Bend,IN,46617,41.684504,-86.23576,-5,0
Guilford,IN,47022,39.206203,-84.94922,-5,0
Marysville,IN,47141,38.543388,-85.60373,-5,1
Willard,MO,65781,37.340995,-93.4179,-6,1
Springfield,MO,65809,37.167282,-93.20199,-6,1
